label_type	pref_label	label
target	hnf1a	lfb1
target	hnf1a	mody3
target	hnf1a	tcf1
target	hnf1a	tcf-1
target	hnf4a	hnf4
target	hnf4a	hnf4a
target	hnf4a	hnf4a7
target	hnf4a	hnf4a8
target	hnf4a	hnf4a9
target	hnf4a	hnf4alpha
target	hnf4a	mody
target	hnf4a	mody1
target	hnf4a	nr2a1
target	hnf4a	nr2a21
target	hnf4a	tcf
target	hnf4a	tcf14
target	hnf4g	hnf4g
target	hnf4g	nr2a2
target	hnf4g	nr2a3
target	hnrnpa1	als19
target	hnrnpa1	als20
target	hnrnpa1	hnrnpa1
target	hnrnpa1	hnrnp a1
target	hnrnpa1	hnrnp-a1
target	hnrnpa1	hnrpa1
target	hnrnpa1	hnrpa1l3
target	hnrnpa1	ibmpfd3
target	hnrnpc	c1
target	hnrnpc	c2
target	hnrnpc	hnrnp
target	hnrnpc	hnrnpc
target	hnrnpc	hnrpc
target	hnrnpc	snrpc
target	hnrnph1	hnrnph
target	hnrnph1	hnrnph1
target	hnrnph1	hnrph
target	hnrnph1	hnrph1
target	hnrnpk	csbp
target	hnrnpk	hnrnpk
target	hnrnpk	hnrpk
target	hnrnpk	tunp
target	hnrnpl	hnrnpl
target	hnrnpl	hnrnp-l
target	hnrnpl	hnrpl
target	hnrnpll	hnrnpll
target	hnrnpll	hnrpll
target	hnrnpll	srrf
target	hnrnpm	cear
target	hnrnpm	hnrnpm
target	hnrnpm	hnrnp m
target	hnrnpm	hnrnpm4
target	hnrnpm	hnrpm
target	hnrnpm	hnrpm4
target	hnrnpm	htgr1
target	hnrnpm	nagr1
target	hnrnpu	hnrnpu
target	hnrnpu	hnrnp u
target	hnrnpu	hnrpu
target	hnrnpu	saf-a
target	hnrnpu	u21.1
target	hnrnpul1	e1bap5
target	hnrnpul1	e1b-ap5
target	hnrnpul1	hnrnpul1
target	hnrnpul1	hnrpul1
target	homez	homez
target	homez	kiaa1443
target	hsf1	hsf1
target	hsf1	hstf1
target	id3	bhlhb25
target	id3	heir-1
target	id3	id3
target	igf2bp1	crdbp
target	igf2bp1	crd-bp
target	igf2bp1	igf2bp1
target	igf2bp1	imp1
target	igf2bp1	imp-1
target	igf2bp1	vickz1
target	igf2bp1	zbp1
target	igf2bp2	igf2bp2
target	igf2bp2	imp2
target	igf2bp2	imp-2
target	igf2bp2	p62
target	igf2bp2	vickz2
target	igf2bp3	ct98
target	igf2bp3	igf2bp3
target	igf2bp3	imp3
target	igf2bp3	imp-3
target	igf2bp3	koc
target	igf2bp3	koc1
target	igf2bp3	vickz3
target	ikzf1	hik-1
target	ikzf1	hs.54452
target	ikzf1	ik1
target	ikzf1	ikaros
target	ikzf1	ikzf1
target	ikzf1	lyf1
target	ikzf1	pro0758
target	ikzf1	znfn1a1
target	ikzf2	anf1a2
target	ikzf2	helios
target	ikzf2	ikzf2
target	ikzf2	znf1a2
target	ikzf2	znfn1a2
target	ikzf3	aio
target	ikzf3	aiolos
target	ikzf3	ikzf3
target	ikzf3	znfn1a3
target	ikzf5	ikzf5
target	ikzf5	pegasus
target	ikzf5	znfn1a5
target	ilf3	cbtf
target	ilf3	drbf
target	ilf3	drbp76
target	ilf3	ilf3
target	ilf3	mmp4
target	ilf3	mphosph4
target	ilf3	mpp4
target	ilf3	nf110
target	ilf3	nf110b
target	ilf3	nf90
target	ilf3	nf90a
target	ilf3	nf90b
target	ilf3	nfar
target	ilf3	nfar-1
target	ilf3	nfar2
target	ilf3	nf-at-90
target	ilf3	tcp110
target	ilf3	tcp80
target	ilk	hel-s-28
target	ilk	ilk
target	ilk	ilk-1
target	ilk	ilk-2
target	ilk	p59
target	ilk	p59ilk
target	insm2	ia6
target	insm2	ia-6
target	insm2	insm2
target	insm2	mlt1
target	irf1	irf1
target	irf1	irf-1
target	irf1	mar
target	irf2	irf2
target	irf2	irf-2
target	irf3	irf3
target	irf4	irf4
target	irf4	lsirf
target	irf4	mum1
target	irf4	nf-em5
target	irf5	irf5
target	irf5	sleb10
target	irf9	irf9
target	irf9	irf-9
target	irf9	isgf3
target	irf9	isgf3g
target	irf9	p48
target	jun	ap1
target	jun	ap-1
target	jun	c-jun
target	jun	jun
target	junb	ap-1
target	junb	junb
target	jund	ap-1
target	jund	jund
target	kat2a	gcn5
target	kat2a	gcn5l2
target	kat2a	hgcn5
target	kat2a	kat2a
target	kat2a	pcaf-b
target	kat2b	caf
target	kat2b	kat2b
target	kat2b	p
target	kat2b	pcaf
target	kat2b	p/caf
target	kat7	hbo1
target	kat7	hboa
target	kat7	kat7
target	kat7	myst2
target	kat7	zc2hc7
target	kat8	hmof
target	kat8	kat8
target	kat8	mof
target	kat8	myst1
target	kat8	zc2hc8
target	kdm1a	aof2
target	kdm1a	bhc110
target	kdm1a	kdm1
target	kdm1a	kdm1a
target	kdm1a	lsd1
target	kdm3a	jhdm2a
target	kdm3a	jhmd2a
target	kdm3a	jmjd1
target	kdm3a	jmjd1a
target	kdm3a	kdm3a
target	kdm3a	tsga
target	kdm4a	jhdm3a
target	kdm4a	jmjd2
target	kdm4a	jmjd2a
target	kdm4a	kdm4a
target	kdm4a	tdrd14a
target	kdm4b	jmjd2b
target	kdm4b	kdm4b
target	kdm4b	tdrd14b
target	kdm5a	kdm5a
target	kdm5a	rbbp2
target	kdm5a	rbbp-2
target	kdm5a	rbp2
target	kdm5b	ct31
target	kdm5b	jarid1b
target	kdm5b	kdm5b
target	kdm5b	plu1
target	kdm5b	plu-1
target	kdm5b	put1
target	kdm5b	rbbp2h1a
target	kdm6a	ba386n14.2
target	kdm6a	kabuk2
target	kdm6a	kdm6a
target	kdm6a	utx
target	khdrbs1	khdrbs1
target	khdrbs1	p62
target	khdrbs1	p68
target	khdrbs1	sam68
target	khsrp	fbp2
target	khsrp	fubp2
target	khsrp	khsrp
target	khsrp	ksrp
target	klf1	cdan4
target	klf1	eklf
target	klf1	hbfqtl6
target	klf1	inlu
target	klf1	klf1
target	klf10	egra
target	klf10	egr-alpha
target	klf10	klf10
target	klf10	tieg
target	klf10	tieg1
target	klf11	fklf
target	klf11	fklf1
target	klf11	klf11
target	klf11	mody7
target	klf11	tieg2
target	klf11	tieg3
target	klf13	bteb3
target	klf13	fklf2
target	klf13	klf13
target	klf13	nslp1
target	klf13	rflat1
target	klf13	rflat-1
target	klf14	bteb5
target	klf14	klf14
target	klf16	bteb4
target	klf16	drrf
target	klf16	klf16
target	klf16	nslp2
target	klf17	klf17
target	klf17	zfp393
target	klf17	znf393
target	klf4	ezf
target	klf4	gklf
target	klf4	klf4
target	klf5	bteb2
target	klf5	cklf
target	klf5	iklf
target	klf5	klf5
target	klf6	bcd1
target	klf6	cba1
target	klf6	copeb
target	klf6	cpbp
target	klf6	gbf
target	klf6	klf6
target	klf6	pac1
target	klf6	st12
target	klf6	zf9
target	klf7	klf7
target	klf7	uklf
target	klf8	bklf3
target	klf8	klf8
target	klf8	znf741
target	klf9	bteb
target	klf9	bteb1
target	klf9	klf9
target	kmt2b	hrx2
target	kmt2b	kmt2b
target	kmt2b	mll1b
target	kmt2b	mll2
target	kmt2b	mll4
target	kmt2b	trx2
target	kmt2b	wbp7
target	l3mbtl2	h-l(3)mbt-l
target	l3mbtl2	l3mbt
target	l3mbtl2	l3mbtl2
target	larp4	larp4
target	larp7	alazs
target	larp7	larp7
target	larp7	pip7s
target	lcorl	lcorl
target	lcorl	mlr1
target	lef1	lef1
target	lef1	lef-1
target	lef1	tcf10
target	lef1	tcf1alpha
target	lef1	tcf7l3
target	lin28b	csdd2
target	lin28b	lin28b
target	loc100128293	histone lysine crotonylation
target	loc100128293	loc100128293
target	lsm11	lsm11
target	macroh2a	macroh2a
target	maff	hmaff
target	maff	maff
target	maff	u-maf
target	mafg	hmaf
target	mafg	mafg
target	mafk	mafk
target	mafk	nfe2u
target	mafk	p18
target	matr3	matr3
target	matr3	mpd2
target	matr3	vcpdm
target	max	bhlhd4
target	max	max
target	maz	maz
target	maz	pur1
target	maz	pur-1
target	maz	saf-1
target	maz	saf-2
target	maz	saf-3
target	maz	zf87
target	maz	zif87
target	maz	znf801
target	mbd1	cxxc3
target	mbd1	mbd1
target	mbd1	pcm1
target	mbd1	rft
target	mbd2	dmtase
target	mbd2	mbd2
target	mbd2	ny-co-41
target	mcm2	bm28
target	mcm2	ccnl1
target	mcm2	cdc19
target	mcm2	cdcl1
target	mcm2	d3s3194
target	mcm2	mcm2
target	mcm2	mitotin
target	mcm3	hcc5
target	mcm3	mcm3
target	mcm3	p1.h
target	mcm3	p1-mcm3
target	mcm3	rlfb
target	mcm5	cdc46
target	mcm5	mcm5
target	mcm5	p1-cdc46
target	mcm7	cdc47
target	mcm7	mcm2
target	mcm7	mcm7
target	mcm7	p1.1-mcm3
target	mcm7	p1cdc47
target	mcm7	p85mcm
target	mcm7	pnas146
target	mef2a	adcad1
target	mef2a	mef2
target	mef2a	mef2a
target	mef2a	rsrfc4
target	mef2a	rsrfc9
target	mef2b	mef2b
target	mef2b	rsrfr2
target	mef2c	c5delq14.3
target	mef2c	del5q14.3
target	mef2c	mef2c
target	mef2d	mef2d
target	meis2	hst18361
target	meis2	meis2
target	meis2	mrg1
target	metap2	map2
target	metap2	metap2
target	metap2	mnpep
target	metap2	p67
target	metap2	p67eif2
target	mga	mad5
target	mga	mga
target	mga	mxd5
target	mier1	er1
target	mier1	mier1
target	mier1	mi-er1
target	mier2	kiaa1193
target	mier2	mier2
target	mier2	mi-er2
target	mier3	mier3
target	mitf	bhlhe32
target	mitf	cmm8
target	mitf	mi
target	mitf	mitf
target	mitf	ws2
target	mitf	ws2a
target	mixl1	mild1
target	mixl1	mix
target	mixl1	mixl
target	mixl1	mixl1
target	mllt1	enl
target	mllt1	ltg19
target	mllt1	mllt1
target	mllt1	yeats1
target	mlx	bhlhd13
target	mlx	mad7
target	mlx	mlx
target	mlx	mxd7
target	mlx	tcfl4
target	mnt	bhlhd3
target	mnt	mad6
target	mnt	mnt
target	mnt	mxd6
target	mnt	rox
target	mta1	mta1
target	mta2	mta1l1
target	mta2	mta2
target	mta2	pid
target	mta3	mta3
target	mtpap	mtpap
target	mtpap	papd1
target	mtpap	spax4
target	mxd3	bhlhc13
target	mxd3	mad3
target	mxd3	mxd3
target	mxd3	myx
target	mxd4	bhlhc12
target	mxd4	mad4
target	mxd4	mst149
target	mxd4	mstp149
target	mxd4	mxd4
target	mxi1	bhlhc11
target	mxi1	mad2
target	mxi1	mxd2
target	mxi1	mxi
target	mxi1	mxi1
target	myb	cmyb
target	myb	c-myb
target	myb	c-myb_cds
target	myb	efg
target	myb	myb
target	mybl2	bmyb
target	mybl2	b-myb
target	mybl2	mybl2
target	myc	bhlhe39
target	myc	c-myc
target	myc	mrtl
target	myc	myc
target	myc	mycc
target	mynn	mynn
target	mynn	oszf
target	mynn	zbtb31
target	mynn	znf902
target	myrf	c11orf9
target	myrf	mrf
target	myrf	myrf
target	myrf	ndt80
target	myrf	pqn-47
target	mzf1	mzf1
target	mzf1	mzf-1
target	mzf1	mzf1b
target	mzf1	zfp98
target	mzf1	znf42
target	mzf1	zscan6
target	nanog	nanog
target	nbn	atv
target	nbn	at-v1
target	nbn	at-v2
target	nbn	nbn
target	nbn	nbs
target	nbn	nbs1
target	nbn	p95
target	ncbp2	cbc2
target	ncbp2	cbp20
target	ncbp2	ncbp2
target	ncbp2	nip1
target	ncoa1	bhlhe42
target	ncoa1	bhlhe74
target	ncoa1	f-src-1
target	ncoa1	kat13a
target	ncoa1	ncoa1
target	ncoa1	rip160
target	ncoa1	src1
target	ncoa2	bhlhe75
target	ncoa2	grip1
target	ncoa2	kat13c
target	ncoa2	ncoa2
target	ncoa2	ncoa-2
target	ncoa2	src2
target	ncoa2	tif2
target	ncoa3	actr
target	ncoa3	aib1
target	ncoa3	aib-1
target	ncoa3	bhlhe42
target	ncoa3	cagh16
target	ncoa3	ctg26
target	ncoa3	kat13b
target	ncoa3	ncoa3
target	ncoa3	pcip
target	ncoa3	rac3
target	ncoa3	src3
target	ncoa3	src-3
target	ncoa3	tnrc14
target	ncoa3	tnrc16
target	ncoa3	tram-1
target	ncoa4	ara70
target	ncoa4	ele1
target	ncoa4	ncoa4
target	ncoa4	ptc3
target	ncoa4	rfg
target	ncoa6	aib3
target	ncoa6	asc2
target	ncoa6	ncoa6
target	ncoa6	nrc
target	ncoa6	prip
target	ncoa6	rap250
target	ncoa6	trbp
target	ncor1	hn-cor
target	ncor1	n-cor
target	ncor1	ncor1
target	ncor1	n-cor1
target	ncor1	trac1
target	neurod1	beta2
target	neurod1	bhf-1
target	neurod1	bhlha3
target	neurod1	mody6
target	neurod1	neurod
target	neurod1	neurod1
target	nfatc1	nfat2
target	nfatc1	nfatc
target	nfatc1	nf-atc
target	nfatc1	nfatc1
target	nfatc3	nfat4
target	nfatc3	nfatc3
target	nfatc3	nfatx
target	nfe2	nfe2
target	nfe2	nf-e2
target	nfe2	p45
target	nfe2l1	lcr-f1
target	nfe2l1	nfe2l1
target	nfe2l1	nrf1
target	nfe2l1	tcf11
target	nfe2l2	nfe2l2
target	nfe2l2	nrf2
target	nfia	ctf
target	nfia	nf1-a
target	nfia	nfia
target	nfia	nf-i/a
target	nfia	nfi-a
target	nfia	nfi-l
target	nfib	ctf
target	nfib	hmgic/nfib
target	nfib	nf1-b
target	nfib	nfib
target	nfib	nf-i/b
target	nfib	nfi-b
target	nfib	nfib2
target	nfib	nfib3
target	nfib	nfi-red
target	nfic	ctf
target	nfic	ctf5
target	nfic	nfi
target	nfic	nf-i
target	nfic	nfic
target	nfil3	e4bp4
target	nfil3	il3bp1
target	nfil3	nfil3
target	nfil3	nfil3a
target	nfil3	nf-il3a
target	nfkbiz	ikbz
target	nfkbiz	inap
target	nfkbiz	mail
target	nfkbiz	nfkbiz
target	nfrkb	ino80g
target	nfrkb	nfrkb
target	nfxl1	cdzfp
target	nfxl1	hozfp
target	nfxl1	nfxl1
target	nfxl1	ozfp
target	nfxl1	urcc5
target	nfya	cbf-a
target	nfya	cbf-b
target	nfya	hap2
target	nfya	nfya
target	nfya	nf-ya
target	nfyb	cbf-a
target	nfyb	cbf-b
target	nfyb	hap3
target	nfyb	nfyb
target	nfyb	nf-yb
target	nfyc	cbfc
target	nfyc	cbf-c
target	nfyc	h1tf2a
target	nfyc	hap5
target	nfyc	hsm
target	nfyc	nfyc
target	nfyc	nf-yc
target	nip7	hspc031
target	nip7	kd93
target	nip7	nip7
target	nipbl	cdls
target	nipbl	cdls1
target	nipbl	idn3
target	nipbl	idn3-b
target	nipbl	nipbl
target	nipbl	scc2
target	nkrf	itba4
target	nkrf	nkrf
target	nkrf	nrf
target	nol12	dj37e16.7
target	nol12	nol12
target	nol12	nop25
target	nolc1	nolc1
target	nolc1	nopp130
target	nolc1	nopp140
target	nolc1	ns5atp13
target	nolc1	p130
target	nono	nmt55
target	nono	nono
target	nono	nrb54
target	nono	p54
target	nono	p54nrb
target	npm1	b23
target	npm1	npm
target	npm1	npm1
target	nr0b1	ahc
target	nr0b1	ahch
target	nr0b1	ahx
target	nr0b1	dax1
target	nr0b1	dax-1
target	nr0b1	dss
target	nr0b1	gtd
target	nr0b1	hhg
target	nr0b1	nr0b1
target	nr0b1	nrob1
target	nr0b1	srxy2
target	nr2c1	nr2c1
target	nr2c1	tr2
target	nr2c2	htak1
target	nr2c2	nr2c2
target	nr2c2	tak1
target	nr2c2	tr2r1
target	nr2c2	tr4
target	nr2f1	coup-tfi
target	nr2f1	ear3
target	nr2f1	ear-3
target	nr2f1	erbal3
target	nr2f1	nr2f1
target	nr2f1	nr2f2
target	nr2f1	svp44
target	nr2f1	tcfcoup1
target	nr2f1	tfcoup1
target	nr2f2	arp1
target	nr2f2	couptfb
target	nr2f2	couptfii
target	nr2f2	nf-e3
target	nr2f2	nr2f1
target	nr2f2	nr2f2
target	nr2f2	svp40
target	nr2f2	tfcoup2
target	nr2f6	ear2
target	nr2f6	ear-2
target	nr2f6	erbal2
target	nr2f6	nr2f6
target	nr3c1	gccr
target	nr3c1	gcr
target	nr3c1	gr
target	nr3c1	grl
target	nr3c1	nr3c1
target	nr4a1	gfrp1
target	nr4a1	hmr
target	nr4a1	n10
target	nr4a1	nak-1
target	nr4a1	ngfib
target	nr4a1	np10
target	nr4a1	nr4a1
target	nr4a1	nur77
target	nr4a1	tr3
target	nrf1	alpha-pal
target	nrf1	nrf1
target	nsun2	misu
target	nsun2	mrt5
target	nsun2	nsun2
target	nsun2	saki
target	nsun2	trm4
target	nufip1	ba540m5.1
target	nufip1	nufip
target	nufip1	nufip1
target	osr2	osr2
target	ovol3	hovo3
target	ovol3	ovol3
target	pabpc1	pab1
target	pabpc1	pabp
target	pabpc1	pabp1
target	pabpc1	pabpc1
target	pabpc1	pabpc2
target	pabpc1	pabpl1
target	pabpc4	app1
target	pabpc4	app-1
target	pabpc4	ipabp
target	pabpc4	pabp4
target	pabpc4	pabpc4
target	pabpn1	opmd
target	pabpn1	pab2
target	pabpn1	pabii
target	pabpn1	pabp2
target	pabpn1	pabp-2
target	pabpn1	pabpn1
target	paf1	f23149_1
target	paf1	paf1
target	paf1	pd2
target	patz1	dj400n23
target	patz1	mazr
target	patz1	patz
target	patz1	patz1
target	patz1	riaz
target	patz1	zbtb19
target	patz1	znf278
target	patz1	zsg
target	pax5	all3
target	pax5	bsap
target	pax5	pax5
target	pax8	pax8
target	pbx2	g17
target	pbx2	hox12
target	pbx2	pbx2
target	pbx2	pbx2mhc
target	pbx3	pbx3
target	pcbp1	hel-s-85
target	pcbp1	hnrnp-e1
target	pcbp1	hnrnp-x
target	pcbp1	hnrpe1
target	pcbp1	hnrpx
target	pcbp1	pcbp1
target	pcbp2	hnrnpe2
target	pcbp2	hnrnp-e2
target	pcbp2	hnrpe2
target	pcbp2	pcbp2
target	pgbd3	pgbd3
target	phb2	bap
target	phb2	bap37
target	phb2	bcap37
target	phb2	p22
target	phb2	phb2
target	phb2	pnas-141
target	phb2	rea
target	phf20	c20orf104
target	phf20	glea2
target	phf20	hca58
target	phf20	nzf
target	phf20	phf20
target	phf20	tdrd20a
target	phf20	tzp
target	phf21a	bhc80
target	phf21a	phf21a
target	phf5a	bk223h9.2
target	phf5a	ini
target	phf5a	phf5a
target	phf5a	rds3
target	phf5a	sap14b
target	phf5a	sf3b14b
target	phf5a	sf3b7
target	phf6	bfls
target	phf6	borj
target	phf6	cenp-31
target	phf6	phf6
target	phf8	jhdm1f
target	phf8	mrxssd
target	phf8	phf8
target	phf8	znf422
target	pknox1	pknox1
target	pknox1	pkonx1c
target	pknox1	prep1
target	plrg1	cwc1
target	plrg1	plrg1
target	plrg1	prl1
target	plrg1	prp46
target	plrg1	prpf46
target	plrg1	tango4
target	pml	myl
target	pml	pml
target	pml	pp8675
target	pml	rnf71
target	pml	trim19
target	polr2a	hrpb220
target	polr2a	hsrpb1
target	polr2a	polr2
target	polr2a	polr2a
target	polr2a	polra
target	polr2a	rpb1
target	polr2a	rpbh1
target	polr2a	rpiils
target	polr2a	rpo2
target	polr2a	rpol2
target	polr2aphosphos2	polr2aphosphos2
target	polr2aphosphos5	polr2aphosphos5
target	polr2b	hrpb140
target	polr2b	hsrpb2
target	polr2b	pol2rb
target	polr2b	polr2b
target	polr2b	rpb2
target	polr2g	hrpb19
target	polr2g	hsrpb7
target	polr2g	polr2g
target	polr2g	rpb19
target	polr2g	rpb7
target	polr2h	polr2h
target	polr2h	rpabc3
target	polr2h	rpb17
target	polr2h	rpb8
target	pou2f2	oct2
target	pou2f2	oct-2
target	pou2f2	otf2
target	pou2f2	pou2f2
target	pou5f1	oct3
target	pou5f1	oct-3
target	pou5f1	oct4
target	pou5f1	oct-4
target	pou5f1	otf3
target	pou5f1	otf-3
target	pou5f1	otf4
target	pou5f1	pou5f1
target	pparg	cimt1
target	pparg	glm1
target	pparg	nr1c3
target	pparg	pparg
target	pparg	pparg1
target	pparg	pparg2
target	pparg	ppargamma
target	ppig	cars-cyp
target	ppig	cyp
target	ppig	ppig
target	ppig	scaf10
target	ppig	srcyp
target	ppil4	hdcme13p
target	ppil4	ppil4
target	ppp1r10	cat53
target	ppp1r10	fb19
target	ppp1r10	p99
target	ppp1r10	pnuts
target	ppp1r10	pp1r10
target	ppp1r10	ppp1r10
target	ppp1r10	r111
target	prdm1	blimp1
target	prdm1	prdi-bf1
target	prdm1	prdm1
target	prdm10	pfm7
target	prdm10	prdm10
target	prdm12	pfm9
target	prdm12	prdm12
target	prdm2	humhoxy1
target	prdm2	kmt8
target	prdm2	mtb-zf
target	prdm2	prdm2
target	prdm2	riz
target	prdm2	riz1
target	prdm2	riz2
target	prdm4	pfm1
target	prdm4	prdm4
target	prdm6	prdm6
target	prpf4	hprp4
target	prpf4	hprp4p
target	prpf4	prp4
target	prpf4	prp4p
target	prpf4	prpf4
target	prpf4	snrnp60
target	prpf8	hprp8
target	prpf8	prp8
target	prpf8	prpc8
target	prpf8	prpf8
target	prpf8	rp13
target	prpf8	snrnp220
target	ptbp1	hnrnpi
target	ptbp1	hnrnp-i
target	ptbp1	hnrpi
target	ptbp1	pptb
target	ptbp1	ptb
target	ptbp1	ptb-1
target	ptbp1	ptb2
target	ptbp1	ptb3
target	ptbp1	ptb4
target	ptbp1	ptbp1
target	ptbp1	ptb-t
target	ptrf	cavin
target	ptrf	cavin1
target	ptrf	cavin-1
target	ptrf	cgl4
target	ptrf	ptrf
target	pttg1	eap1
target	pttg1	hpttg
target	pttg1	pttg
target	pttg1	pttg1
target	pttg1	tutr1
target	pum1	hspum
target	pum1	pum1
target	pum1	pumh
target	pum1	pumh1
target	pum1	puml1
target	pum2	pum2
target	pum2	pumh2
target	pum2	puml2
target	pus1	mlasa1
target	pus1	pus1
target	pygo2	1190004m21rik
target	pygo2	pygo2
target	qki	hqk
target	qki	hqki
target	qki	qk
target	qki	qk1
target	qki	qk3
target	qki	qki
target	rad21	cdls4
target	rad21	hhr21
target	rad21	hr21
target	rad21	hrad21
target	rad21	mcd1
target	rad21	nxp1
target	rad21	rad21
target	rad21	scc1
target	rad51	brcc5
target	rad51	hrad51
target	rad51	hsrad51
target	rad51	hst16930
target	rad51	mrmv2
target	rad51	rad51
target	rad51	rad51a
target	rad51	reca
target	rara	eck0883
target	rara	jw0875
target	rara	mgsa
target	rara	rara
target	rara	ycaj
target	rb1	osrc
target	rb1	p105-rb
target	rb1	pp110
target	rb1	prb
target	rb1	rb
target	rb1	rb1
target	rbak	rbak
target	rbak	znf769
target	rbbp5	rbbp5
target	rbbp5	rbq3
target	rbbp5	swd1
target	rbfox2	dj106i20.3
target	rbfox2	fox2
target	rbfox2	fox-2
target	rbfox2	fxh
target	rbfox2	hnrbp2
target	rbfox2	hrnbp2
target	rbfox2	rbfox2
target	rbfox2	rbm9
target	rbfox2	rta
target	rbm14	coaa
target	rbm14	psp2
target	rbm14	rbm14
target	rbm14	sip
target	rbm14	sytip1
target	rbm14	tmem137
target	rbm15	ott
target	rbm15	ott1
target	rbm15	rbm15
target	rbm15	spen
target	rbm17	rbm17
target	rbm17	spf45
target	rbm22	cwc2
target	rbm22	fsap47
target	rbm22	rbm22
target	rbm22	zc3h16
target	rbm25	fsap94
target	rbm25	net52
target	rbm25	rbm25
target	rbm25	red120
target	rbm25	rnpc7
target	rbm25	s164
target	rbm25	snu71
target	rbm34	rbm34
target	rbm39	caper
target	rbm39	caperalpha
target	rbm39	fsap59
target	rbm39	hcc1
target	rbm39	rbm39
target	rbm39	rnpc2
target	rbm5	g15
target	rbm5	luca15
target	rbm5	rbm5
target	rbm5	rmb5
target	rbpj	aos3
target	rbpj	cbf1
target	rbpj	csl
target	rbpj	igkjrb
target	rbpj	igkjrb1
target	rbpj	kbf2
target	rbpj	rbpj
target	rbpj	rbp-j
target	rbpj	rbpjk
target	rbpj	rbpsuh
target	rbpj	suh
target	rcor1	corest
target	rcor1	rcor
target	rcor1	rcor1
target	rcor2	rcor2
target	rela	rela
target	relb	relb
target	relb	relb1
target	repin1	ap4
target	repin1	repin1
target	repin1	rip60
target	repin1	zfp464
target	repin1	znf464
target	rere	arg
target	rere	arp
target	rere	atn1l
target	rere	dnb1
target	rere	rere
target	rest	nrsf
target	rest	rest
target	rest	xbr
target	rfx1	efc
target	rfx1	rfx
target	rfx1	rfx1
target	rfx3	rfx3
target	rfx5	rfx5
target	rfxank	ankra1
target	rfxank	bls
target	rfxank	f14150_1
target	rfxank	rfxank
target	rfxank	rfx-b
target	rlf	rlf
target	rlf	zn-15l
target	rlf	znf292l
target	rnf2	bap1
target	rnf2	bap-1
target	rnf2	ding
target	rnf2	hipi3
target	rnf2	ring1b
target	rnf2	ring2
target	rnf2	rnf2
target	rps11	rps11
target	rps11	s11
target	rps3	rps3
target	rps3	s3
target	runx1	aml1
target	runx1	aml1-evi-1
target	runx1	amlcr1
target	runx1	cbfa2
target	runx1	evi-1
target	runx1	pebp2ab
target	runx1	runx1
target	runx3	aml2
target	runx3	cbfa3
target	runx3	pebp2ac
target	runx3	runx3
target	rxra	nr2b1
target	rxra	rxra
target	rxrb	daudi6
target	rxrb	h-2riibp
target	rxrb	nr2b2
target	rxrb	rcor-1
target	rxrb	rxrb
target	safb	hap
target	safb	het
target	safb	safb
target	safb	safb1
target	safb	saf-b1
target	safb2	safb2
target	sall1	hel-s-89
target	sall1	hsal1
target	sall1	sal-1
target	sall1	sall1
target	sall1	tbs
target	sall1	znf794
target	sall2	hsal2
target	sall2	p150(sal2)
target	sall2	sal-2
target	sall2	sall2
target	sall2	znf795
target	sap130	sap130
target	sap30	sap30
target	sbds	sbds
target	sbds	sds
target	sbds	swds
target	scrt1	scrt
target	scrt1	scrt1
target	scrt1	znf898
target	scrt2	scrt2
target	scrt2	znf898b
target	sdad1	sdad1
target	serbp1	chd3ip
target	serbp1	habp4l
target	serbp1	pairbp1
target	serbp1	pai-rbp1
target	serbp1	serbp1
target	setdb1	eset
target	setdb1	h3-k9-hmtase4
target	setdb1	kg1t
target	setdb1	kmt1e
target	setdb1	setdb1
target	setdb1	tdrd21
target	sf3a3	prp9
target	sf3a3	prpf9
target	sf3a3	sap61
target	sf3a3	sf3a3
target	sf3a3	sf3a60
target	sf3b1	hsh155
target	sf3b1	mds
target	sf3b1	prp10
target	sf3b1	prpf10
target	sf3b1	sap155
target	sf3b1	sf3b1
target	sf3b1	sf3b155
target	sf3b4	afd1
target	sf3b4	hsh49
target	sf3b4	sap49
target	sf3b4	sf3b4
target	sf3b4	sf3b49
target	sfpq	pomp100
target	sfpq	psf
target	sfpq	sfpq
target	sin3a	sin3a
target	sin3b	sin3b
target	sirt6	sir2l6
target	sirt6	sirt6
target	six4	arec3
target	six4	six4
target	six5	bor2
target	six5	dmahp
target	six5	six5
target	ski	sgs
target	ski	ski
target	ski	skv
target	skil	skil
target	skil	sno
target	skil	snoa
target	skil	snoi
target	skil	snon
target	slbp	hbp
target	slbp	slbp
target	sltm	met
target	sltm	sltm
target	smad1	bsp1
target	smad1	bsp-1
target	smad1	jv41
target	smad1	jv4-1
target	smad1	madh1
target	smad1	madr1
target	smad1	smad1
target	smad2	hmad-2
target	smad2	hsmad2
target	smad2	jv18
target	smad2	jv18-1
target	smad2	madh2
target	smad2	madr2
target	smad2	smad2
target	smad4	dpc4
target	smad4	jip
target	smad4	madh4
target	smad4	myhrs
target	smad4	smad4
target	smad5	dwfc
target	smad5	jv5-1
target	smad5	madh5
target	smad5	smad5
target	smarca4	baf190
target	smarca4	baf190a
target	smarca4	brg1
target	smarca4	hsnf2b
target	smarca4	mrd16
target	smarca4	rtps2
target	smarca4	smarca4
target	smarca4	snf2
target	smarca4	snf2l4
target	smarca4	snf2lb
target	smarca4	swi2
target	smarca5	hiswi
target	smarca5	hsnf2h
target	smarca5	iswi
